Feature,Precision,Recall
<COMMA>_far,0.2857142857142857,3.7516413430876007E-4
<COMMA>_featuring,0.2,1.8758206715438003E-4
<COMMA>_feels,0.8333333333333334,9.379103357719002E-4
<COMMA>_for,0.6060606060606061,0.003751641343087601
<COMMA>_from,0.5,0.0016882386043894203
<COMMA>_full,0.45454545454545453,9.379103357719002E-4
<COMMA>_funny,0.037037037037037035,1.8758206715438003E-4
<COMMA>_giving,0.4,3.7516413430876007E-4
<COMMA>_good,0.16666666666666666,1.8758206715438003E-4
<COMMA>_has,0.5,0.0020634027386981805
<COMMA>_have,0.5,7.503282686175201E-4
<COMMA>_he,0.5,0.0031888951416244606
<COMMA>_her,0.4,3.7516413430876007E-4
<COMMA>_here,0.5555555555555556,9.379103357719002E-4
<COMMA>_highly,0.2,1.8758206715438003E-4
<COMMA>_his,0.3333333333333333,0.0011254924029262803
<COMMA>_history,0.0,0.0
<COMMA>_hollywood,0.4,3.7516413430876007E-4
<COMMA>_however,0.6666666666666666,0.0026261489401613208
<COMMA>_i,0.6746987951807228,0.010504595760645283
<COMMA>_if,0.4126984126984127,0.004877133746013881
<COMMA>_in,0.42528735632183906,0.006940536484712062
<COMMA>_including,0.5555555555555556,9.379103357719002E-4
<COMMA>_indeed,0.5,5.627462014631402E-4
<COMMA>_intelligent,0.09090909090909091,1.8758206715438003E-4
<COMMA>_inventive,0.0,0.0
<COMMA>_is,0.49056603773584906,0.009754267492027763
<COMMA>_it,0.49865229110512127,0.03470268242356031
<COMMA>_its,0.5405405405405406,0.003751641343087601
<COMMA>_just,0.5909090909090909,0.0024385668730069407
<COMMA>_leaving,0.8571428571428571,0.0011254924029262803
<COMMA>_like,0.5227272727272727,0.004314387544550741
<COMMA>_look,0.3333333333333333,3.7516413430876007E-4
<COMMA>_lots,0.6,5.627462014631402E-4
<COMMA>_love,0.3,5.627462014631402E-4
<COMMA>_made,0.3333333333333333,3.7516413430876007E-4
<COMMA>_makes,0.8,7.503282686175201E-4
<COMMA>_making,0.3333333333333333,0.0011254924029262803
<COMMA>_manipulative,0.8,7.503282686175201E-4
<COMMA>_many,0.6,5.627462014631402E-4
<COMMA>_may,0.3333333333333333,3.7516413430876007E-4
<COMMA>_maybe,0.625,9.379103357719002E-4
<COMMA>_meandering,1.0,9.379103357719002E-4
<COMMA>_michael,0.5,5.627462014631402E-4
<COMMA>_miller,0.2,1.8758206715438003E-4
<COMMA>_more,0.45161290322580644,0.0026261489401613208
<COMMA>_most,0.4,0.0015006565372350403
<COMMA>_mostly,0.5714285714285714,7.503282686175201E-4
<COMMA>_moving,0.0,0.0
<COMMA>_mr,0.3333333333333333,7.503282686175201E-4
<COMMA>_much,0.4,7.503282686175201E-4
<COMMA>_music,0.16666666666666666,1.8758206715438003E-4
<COMMA>_my,0.5714285714285714,7.503282686175201E-4
<COMMA>_never,0.5555555555555556,9.379103357719002E-4
<COMMA>_no,0.7222222222222222,0.004877133746013881
<COMMA>_nor,0.7142857142857143,0.0018758206715438004
<COMMA>_not,0.5357142857142857,0.005627462014631401
<COMMA>_nothing,0.75,0.0011254924029262803
<COMMA>_o,0.14285714285714285,1.8758206715438003E-4
<COMMA>_occasionally,0.3333333333333333,3.7516413430876007E-4
<COMMA>_of,0.5909090909090909,0.0024385668730069407
<COMMA>_offering,0.2857142857142857,3.7516413430876007E-4
<COMMA>_often,0.25,5.627462014631402E-4
<COMMA>_on,0.75,0.0011254924029262803
<COMMA>_one,0.45,0.0033764772087788407
<COMMA>_only,0.6875,0.0020634027386981805
<COMMA>_or,0.6206896551724138,0.006752954417557681
<COMMA>_out,0.8,7.503282686175201E-4
<COMMA>_part,0.5,5.627462014631402E-4
<COMMA>_particularly,0.45454545454545453,9.379103357719002E-4
<COMMA>_perhaps,0.3,5.627462014631402E-4
<COMMA>_poorly,1.0,9.379103357719002E-4
<COMMA>_pretentious,1.0,0.0013130744700806604
<COMMA>_provocative,0.125,1.8758206715438003E-4
<COMMA>_quirky,0.16666666666666666,1.8758206715438003E-4
<COMMA>_rather,0.6923076923076923,0.0016882386043894203
<COMMA>_really,0.5833333333333334,0.0013130744700806604
<COMMA>_romantic,0.4,3.7516413430876007E-4
<COMMA>_sad,0.4,3.7516413430876007E-4
<COMMA>_self-indulgent,0.8333333333333334,9.379103357719002E-4
<COMMA>_she,0.4,7.503282686175201E-4
<COMMA>_should,0.5714285714285714,7.503282686175201E-4
<COMMA>_silly,0.6666666666666666,7.503282686175201E-4
<COMMA>_smart,0.0,0.0
<COMMA>_so,0.6304347826086957,0.005439879947477021
<COMMA>_some,0.5,0.0015006565372350403
<COMMA>_something,0.625,9.379103357719002E-4
<COMMA>_sometimes,0.42857142857142855,0.0016882386043894203
<COMMA>_still,0.125,1.8758206715438003E-4
<COMMA>_such,0.6,5.627462014631402E-4
<COMMA>_sweet,0.1,1.8758206715438003E-4
<COMMA>_than,0.3333333333333333,3.7516413430876007E-4
<COMMA>_thanks,0.16666666666666666,1.8758206715438003E-4
<COMMA>_that,0.5666666666666667,0.006377790283248921
<COMMA>_the,0.5251509054325956,0.04895891952729319
<COMMA>_then,0.5277777777777778,0.0035640592759332208
<COMMA>_there,0.7209302325581395,0.005815044081785781
<COMMA>_they,0.5,0.0030013130744700805
<COMMA>_this,0.4088050314465409,0.012192834365034703
<COMMA>_though,0.375,0.0033764772087788407
<COMMA>_thoughtful,0.4,3.7516413430876007E-4
<COMMA>_to,0.5588235294117647,0.0035640592759332208
<COMMA>_too,0.6666666666666666,0.004126805477396361
<COMMA>_touching,0.25,3.7516413430876007E-4
<COMMA>_tragedy,0.2,1.8758206715438003E-4
<COMMA>_two,0.6,5.627462014631402E-4
<COMMA>_ultimately,0.6,0.0011254924029262803
<COMMA>_unfortunately,0.8333333333333334,9.379103357719002E-4
<COMMA>_very,0.5,0.0013130744700806604
<COMMA>_violent,0.2,1.8758206715438003E-4
<COMMA>_visually,0.42857142857142855,5.627462014631402E-4
<COMMA>_we,0.6410256410256411,0.004689551678859501
<COMMA>_well,0.8888888888888888,0.0015006565372350403
<COMMA>_well-acted,0.2857142857142857,3.7516413430876007E-4
<COMMA>_what,0.5294117647058824,0.0016882386043894203
<COMMA>_when,0.6428571428571429,0.0016882386043894203
<COMMA>_where,0.9166666666666666,0.0020634027386981805
<COMMA>_which,0.5842696629213483,0.009754267492027763
<COMMA>_while,0.38235294117647056,0.0024385668730069407
<COMMA>_who,0.3939393939393939,0.004877133746013881
<COMMA>_whose,0.35714285714285715,9.379103357719002E-4
<COMMA>_why,1.0,0.0013130744700806604
<COMMA>_will,0.4,7.503282686175201E-4
<COMMA>_wit,0.6666666666666666,7.503282686175201E-4
<COMMA>_with,0.48031496062992124,0.011442506096417183
<COMMA>_without,0.6,0.0011254924029262803
<COMMA>_witty,0.0,0.0
<COMMA>_would,0.6666666666666666,7.503282686175201E-4
<COMMA>_y,0.0,0.0
<COMMA>_yes,0.4444444444444444,7.503282686175201E-4
<COMMA>_yet,0.39285714285714285,0.0020634027386981805
<COMMA>_you,0.5645161290322581,0.013130744700806603
<DASH>_a,0.6,5.627462014631402E-4
<DASH>_and,0.45454545454545453,9.379103357719002E-4
<DASH>_it,0.4,7.503282686175201E-4
<ELLIPSE>_-lsb-,0.38461538461538464,9.379103357719002E-4
<ELLIPSE>_EOL,0.36134453781512604,0.008066028887638342
<ELLIPSE>_a,0.4268292682926829,0.006565372350403302
<ELLIPSE>_an,0.35714285714285715,9.379103357719002E-4
<ELLIPSE>_and,0.40625,0.0024385668730069407
<ELLIPSE>_are,0.4,3.7516413430876007E-4
<ELLIPSE>_as,0.6,5.627462014631402E-4
<ELLIPSE>_but,0.5227272727272727,0.004314387544550741
<ELLIPSE>_has,0.4444444444444444,7.503282686175201E-4
<ELLIPSE>_if,0.5714285714285714,7.503282686175201E-4
<ELLIPSE>_in,0.6666666666666666,7.503282686175201E-4
<ELLIPSE>_is,0.4482758620689655,0.0024385668730069407
<ELLIPSE>_it,0.5263157894736842,0.0018758206715438004
<ELLIPSE>_one,0.3333333333333333,3.7516413430876007E-4
<ELLIPSE>_that,0.7692307692307693,0.0018758206715438004
<ELLIPSE>_the,0.5909090909090909,0.004877133746013881
<ELLIPSE>_there,0.3333333333333333,3.7516413430876007E-4
<ELLIPSE>_this,0.625,9.379103357719002E-4
<ELLIPSE>_too,1.0,9.379103357719002E-4
<ELLIPSE>_well,0.5714285714285714,7.503282686175201E-4
<ELLIPSE>_while,0.3333333333333333,3.7516413430876007E-4
<ELLIPSE>_you,0.5,5.627462014631402E-4
<EXCLAMATIONMARK>_<SINGLEQUOTE>,0.6666666666666666,7.503282686175201E-4
<EXCLAMATIONMARK>_EOL,0.41935483870967744,0.004877133746013881
<EXCLAMATIONMARK>_the,0.8,7.503282686175201E-4
<OPENPAREN>_a,0.6666666666666666,7.503282686175201E-4
<OPENPAREN>_and,0.5833333333333334,0.0039392234102419805
<OPENPAREN>_but,0.4,7.503282686175201E-4
<OPENPAREN>_like,0.5,5.627462014631402E-4
<OPENPAREN>_or,0.6666666666666666,0.0011254924029262803
<OPENPAREN>_the,0.36363636363636365,7.503282686175201E-4
<PERIOD>_1,0.4,3.7516413430876007E-4
<PERIOD>_<COMMA>,0.7272727272727273,0.0015006565372350403
<PERIOD>_<SINGLEQUOTE>,0.5204081632653061,0.009566685424873381
<PERIOD>_EOL,0.4998003992015968,0.9394109923091353
<PERIOD>_a,0.4,0.0015006565372350403
<PERIOD>_after,0.8333333333333334,9.379103357719002E-4
<PERIOD>_and,0.4782608695652174,0.004126805477396361
<PERIOD>_as,0.6,0.0011254924029262803
<PERIOD>_but,0.5491803278688525,0.012567998499343463
<PERIOD>_deeds,0.3333333333333333,3.7516413430876007E-4
<PERIOD>_e,0.6666666666666666,7.503282686175201E-4
<PERIOD>_even,0.6,5.627462014631402E-4
<PERIOD>_for,0.8,0.0015006565372350403
<PERIOD>_he,0.4782608695652174,0.0020634027386981805
<PERIOD>_his,0.16666666666666666,1.8758206715438003E-4
<PERIOD>_i,0.6052631578947368,0.004314387544550741
<PERIOD>_if,0.5652173913043478,0.0024385668730069407
<PERIOD>_in,0.6153846153846154,0.0015006565372350403
<PERIOD>_instead,0.3333333333333333,3.7516413430876007E-4
<PERIOD>_is,0.45454545454545453,9.379103357719002E-4
<PERIOD>_it,0.5034013605442177,0.013881072969424124
<PERIOD>_just,0.625,9.379103357719002E-4
<PERIOD>_k,0.6,5.627462014631402E-4
<PERIOD>_like,0.6,5.627462014631402E-4
<PERIOD>_no,0.8,7.503282686175201E-4
<PERIOD>_not,0.5454545454545454,0.0011254924029262803
<PERIOD>_nothing,0.4,3.7516413430876007E-4
<PERIOD>_o,0.42857142857142855,5.627462014631402E-4
<PERIOD>_or,0.875,0.0013130744700806604
<PERIOD>_s,0.3076923076923077,7.503282686175201E-4
<PERIOD>_sever,0.8571428571428571,0.0011254924029262803
<PERIOD>_she,0.2857142857142857,3.7516413430876007E-4
<PERIOD>_still,0.4,7.503282686175201E-4
<PERIOD>_t,0.1,1.8758206715438003E-4
<PERIOD>_that,0.5384615384615384,0.0013130744700806604
<PERIOD>_the,0.5846153846153846,0.0071281185518664416
<PERIOD>_their,0.6,5.627462014631402E-4
<PERIOD>_there,0.4166666666666667,9.379103357719002E-4
<PERIOD>_they,0.7777777777777778,0.0013130744700806604
<PERIOD>_this,0.39285714285714285,0.0020634027386981805
<PERIOD>_too,1.0,0.0011254924029262803
<PERIOD>_unfortunately,0.8,7.503282686175201E-4
<PERIOD>_we,0.8333333333333334,9.379103357719002E-4
<PERIOD>_what,0.6666666666666666,0.0018758206715438004
<PERIOD>_when,0.5,5.627462014631402E-4
<PERIOD>_yet,0.2,1.8758206715438003E-4
<PERIOD>_you,0.5833333333333334,0.0026261489401613208
<QUESTIONMARK>_<CLOSEPAREN>,0.8,7.503282686175201E-4
<QUESTIONMARK>_<SINGLEQUOTE>,0.7692307692307693,0.0018758206715438004
<QUESTIONMARK>_EOL,0.79,0.014818983305196024
<QUESTIONMARK>_i,0.8,7.503282686175201E-4
<QUESTIONMARK>_is,0.6,5.627462014631402E-4
<QUESTIONMARK>_no,0.8333333333333334,9.379103357719002E-4
<SEMICOLON>_a,0.2,1.8758206715438003E-4
<SEMICOLON>_it,0.5625,0.0033764772087788407
<SEMICOLON>_the,0.8421052631578947,0.0030013130744700805
<SEMICOLON>_this,0.4,3.7516413430876007E-4
<SINGLEQUOTE>_-rsb-,0.7142857142857143,9.379103357719002E-4
<SINGLEQUOTE>_<ELLIPSE>,0.45454545454545453,9.379103357719002E-4
<SINGLEQUOTE>_<PERIOD>,0.5,0.0011254924029262803
<SINGLEQUOTE>_EOL,0.5377358490566038,0.010692177827799663
<SINGLEQUOTE>_a,0.5555555555555556,9.379103357719002E-4
<SINGLEQUOTE>_and,0.6428571428571429,0.0016882386043894203
<SINGLEQUOTE>_but,0.7692307692307693,0.0018758206715438004
<SINGLEQUOTE>_for,0.5,5.627462014631402E-4
<SINGLEQUOTE>_has,1.0,9.379103357719002E-4
<SINGLEQUOTE>_i,0.75,0.0011254924029262803
<SINGLEQUOTE>_in,0.7777777777777778,0.0013130744700806604
<SINGLEQUOTE>_is,0.3888888888888889,0.0013130744700806604
<SINGLEQUOTE>_it,0.5,7.503282686175201E-4
<SINGLEQUOTE>_the,0.7058823529411765,0.0022509848058525606
<SINGLEQUOTE>_they,0.4,3.7516413430876007E-4
<SINGLEQUOTE>_this,0.8,7.503282686175201E-4
<SINGLEQUOTE>_to,0.5,5.627462014631402E-4
<SINGLEQUOTE>_what,0.6666666666666666,7.503282686175201E-4
BOL_-lsb-,0.4899328859060403,0.013693490902269742
BOL_<ELLIPSE>,0.5104602510460251,0.022885012192834366
BOL_<OPENPAREN>,0.16666666666666666,1.8758206715438003E-4
BOL_<SINGLEQUOTE>,0.4857142857142857,0.006377790283248921
BOL_a,0.39285714285714285,0.08459951228662539
BOL_about,0.4666666666666667,0.0013130744700806604
BOL_adam,0.8,7.503282686175201E-4
BOL_after,0.7333333333333333,0.0020634027386981805
BOL_all,0.6190476190476191,0.004877133746013881
BOL_almost,0.5714285714285714,7.503282686175201E-4
BOL_although,0.3333333333333333,0.0028137310073157004
BOL_an,0.379182156133829,0.019133370849746763
BOL_another,0.5384615384615384,0.0013130744700806604
BOL_any,0.9,0.0016882386043894203
BOL_anyone,0.625,9.379103357719002E-4
BOL_apparently,1.0,9.379103357719002E-4
BOL_as,0.44,0.010317013693490902
BOL_aside,0.4,3.7516413430876007E-4
BOL_at,0.44,0.004126805477396361
BOL_bad,1.0,0.0015006565372350403
BOL_beautifully,0.1,1.8758206715438003E-4
BOL_because,0.4,3.7516413430876007E-4
BOL_birthday,0.0,0.0
BOL_both,0.2777777777777778,9.379103357719002E-4
BOL_broomfield,0.16666666666666666,1.8758206715438003E-4
BOL_but,0.3333333333333333,3.7516413430876007E-4
BOL_by,0.3870967741935484,0.0022509848058525606
BOL_call,0.4,3.7516413430876007E-4
BOL_cho,0.2,1.8758206715438003E-4
BOL_collateral,0.6,5.627462014631402E-4
BOL_comes,1.0,0.0013130744700806604
BOL_could,0.5,7.503282686175201E-4
BOL_davis,0.42857142857142855,5.627462014631402E-4
BOL_de,0.8333333333333334,9.379103357719002E-4
BOL_despite,0.6166666666666667,0.006940536484712062
BOL_directed,0.8,7.503282686175201E-4
BOL_director,0.5476190476190477,0.004314387544550741
BOL_do,0.6875,0.0020634027386981805
BOL_does,0.7222222222222222,0.0024385668730069407
BOL_each,0.6666666666666666,7.503282686175201E-4
BOL_earnest,0.8571428571428571,0.0011254924029262803
BOL_eight,0.6,5.627462014631402E-4
BOL_even,0.5,0.0061902082160945416
BOL_every,0.7647058823529411,0.0024385668730069407
BOL_everything,0.8,0.0022509848058525606
BOL_evokes,0.0,0.0
BOL_fails,1.0,0.0011254924029262803
BOL_fans,0.375,5.627462014631402E-4
BOL_far,0.3333333333333333,3.7516413430876007E-4
BOL_feels,0.9545454545454546,0.0039392234102419805
BOL_for,0.4810126582278481,0.0071281185518664416
BOL_from,0.3333333333333333,7.503282686175201E-4
BOL_full,0.5,9.379103357719002E-4
BOL_funny,0.0,0.0
BOL_good,0.14285714285714285,1.8758206715438003E-4
BOL_great,0.2,1.8758206715438003E-4
BOL_hardly,0.4,3.7516413430876007E-4
BOL_has,0.6388888888888888,0.004314387544550741
BOL_here,0.45454545454545453,9.379103357719002E-4
BOL_hey,0.7142857142857143,9.379103357719002E-4
BOL_high,0.5714285714285714,7.503282686175201E-4
BOL_highly,0.16666666666666666,1.8758206715438003E-4
BOL_hollywood,0.8,7.503282686175201E-4
BOL_how,0.8461538461538461,0.0020634027386981805
BOL_human,0.8,7.503282686175201E-4
BOL_i,0.6449704142011834,0.020446445319827426
BOL_ice,0.6,5.627462014631402E-4
BOL_if,0.46703296703296704,0.015944475708122303
BOL_imagine,0.8,0.0015006565372350403
BOL_in,0.5212765957446809,0.009191521290564622
BOL_instead,0.8571428571428571,0.0022509848058525606
BOL_is,0.5882352941176471,0.0018758206715438004
BOL_it,0.49453551912568305,0.06790470830988557
BOL_its,0.5348837209302325,0.004314387544550741
BOL_jones,0.2,1.8758206715438003E-4
BOL_just,0.7435897435897436,0.005439879947477021
BOL_k-19,0.4,3.7516413430876007E-4
BOL_kids,0.4,3.7516413430876007E-4
BOL_kinnear,0.0,0.0
BOL_lacks,0.8333333333333334,9.379103357719002E-4
BOL_leigh,0.0,0.0
BOL_less,0.6363636363636364,0.0013130744700806604
BOL_like,0.45121951219512196,0.006940536484712062
BOL_little,1.0,9.379103357719002E-4
BOL_looks,1.0,9.379103357719002E-4
BOL_made,0.5,5.627462014631402E-4
BOL_makes,0.5,9.379103357719002E-4
BOL_manages,0.2727272727272727,5.627462014631402E-4
BOL_many,0.4,3.7516413430876007E-4
BOL_may,0.3076923076923077,7.503282686175201E-4
BOL_maybe,0.5714285714285714,7.503282686175201E-4
BOL_more,0.4666666666666667,0.0026261489401613208
BOL_most,0.6666666666666666,0.0022509848058525606
BOL_mostly,0.2857142857142857,3.7516413430876007E-4
BOL_mr,0.35714285714285715,9.379103357719002E-4
BOL_much,0.3333333333333333,9.379103357719002E-4
BOL_my,0.35294117647058826,0.0011254924029262803
BOL_nair,0.25,3.7516413430876007E-4
BOL_neither,0.5714285714285714,7.503282686175201E-4
BOL_never,0.7142857142857143,0.0018758206715438004
BOL_no,0.8378378378378378,0.005815044081785781
BOL_none,0.8181818181818182,0.0016882386043894203
BOL_not,0.5072463768115942,0.006565372350403302
BOL_nothing,0.76,0.0035640592759332208
BOL_occasionally,0.375,5.627462014631402E-4
BOL_offers,0.2,5.627462014631402E-4
BOL_often,0.2727272727272727,5.627462014631402E-4
BOL_on,0.47058823529411764,0.0015006565372350403
BOL_once,0.7142857142857143,0.0018758206715438004
BOL_one,0.43,0.008066028887638342
BOL_only,0.75,0.0011254924029262803
BOL_overall,0.4444444444444444,7.503282686175201E-4
BOL_parker,0.6,5.627462014631402E-4
BOL_perhaps,0.375,5.627462014631402E-4
BOL_plays,0.9285714285714286,0.0024385668730069407
BOL_poignant,0.0,0.0
BOL_proves,0.4,3.7516413430876007E-4
BOL_provides,0.0,0.0
BOL_pumpkin,0.8,7.503282686175201E-4
BOL_rarely,0.45454545454545453,9.379103357719002E-4
BOL_reggio,0.6,5.627462014631402E-4
BOL_reign,0.2,1.8758206715438003E-4
BOL_sheridan,1.0,9.379103357719002E-4
BOL_showtime,0.8,7.503282686175201E-4
BOL_smart,0.0,0.0
BOL_smith,0.0,0.0
BOL_so,0.7222222222222222,0.004877133746013881
BOL_solondz,0.6,5.627462014631402E-4
BOL_some,0.6,0.0033764772087788407
BOL_sometimes,0.6363636363636364,0.0013130744700806604
BOL_spielberg,0.0,0.0
BOL_starts,0.8,0.0015006565372350403
BOL_such,1.0,0.0011254924029262803
BOL_suffers,0.7777777777777778,0.0013130744700806604
BOL_sweet,0.5,5.627462014631402E-4
BOL_take,0.4,3.7516413430876007E-4
BOL_takes,0.4,3.7516413430876007E-4
BOL_thanks,0.0,0.0
BOL_that,0.2857142857142857,0.0011254924029262803
BOL_the,0.5494423791821561,0.13862314762708686
BOL_there,0.5894736842105263,0.021009191521290566
BOL_these,0.7,0.0013130744700806604
BOL_they,0.8181818181818182,0.0016882386043894203
BOL_this,0.5138461538461538,0.031326205214781466
BOL_those,0.35294117647058826,0.0011254924029262803
BOL_though,0.47058823529411764,0.006002626148940161
BOL_time,0.42857142857142855,5.627462014631402E-4
BOL_to,0.75,0.0039392234102419805
BOL_too,0.9024390243902439,0.006940536484712062
BOL_tsai,0.14285714285714285,1.8758206715438003E-4
BOL_two,0.5555555555555556,9.379103357719002E-4
BOL_ultimately,0.6470588235294118,0.0020634027386981805
BOL_unfortunately,0.9230769230769231,0.0022509848058525606
BOL_unless,1.0,9.379103357719002E-4
BOL_unlike,0.25,3.7516413430876007E-4
BOL_very,0.4,7.503282686175201E-4
BOL_visually,0.3,5.627462014631402E-4
BOL_watching,0.5238095238095238,0.0020634027386981805
BOL_we,0.6,0.0033764772087788407
BOL_well,0.8,7.503282686175201E-4
BOL_what,0.5078125,0.012192834365034703
BOL_whatever,0.5714285714285714,7.503282686175201E-4
BOL_when,0.7777777777777778,0.0052522978803226416
BOL_where,0.5,5.627462014631402E-4
BOL_whether,0.2857142857142857,7.503282686175201E-4
BOL_while,0.46,0.008628775089101481
BOL_who,0.5714285714285714,7.503282686175201E-4
BOL_why,1.0,0.0011254924029262803
BOL_will,0.5714285714285714,0.0015006565372350403
BOL_with,0.5,0.006940536484712062
BOL_without,0.5454545454545454,0.0011254924029262803
BOL_witty,0.0,0.0
BOL_woody,0.8,7.503282686175201E-4
BOL_works,0.42857142857142855,5.627462014631402E-4
BOL_worth,0.125,1.8758206715438003E-4
BOL_would,0.5714285714285714,7.503282686175201E-4
BOL_writer-director,0.5,7.503282686175201E-4
BOL_writer/director,0.2857142857142857,3.7516413430876007E-4
BOL_yes,0.7777777777777778,0.0013130744700806604
BOL_yet,1.0,0.0013130744700806604
BOL_you,0.4024390243902439,0.0061902082160945416
BOL_your,0.6,5.627462014631402E-4
"BOL_""",0.7,0.0013130744700806604
a_-rsb-,0.5,0.0022509848058525606
a_<PERIOD>,0.5,9.379103357719002E-4
a_<SINGLEQUOTE>,0.6666666666666666,0.0015006565372350403
a_bad,0.8541666666666666,0.007690864753329581
a_beautiful,0.08333333333333333,1.8758206715438003E-4
a_beautifully,0.375,5.627462014631402E-4
a_beguiling,0.0,0.0
